facility_id,avg_staff_count,pct_cold_chain_maintained,avg_crossmatch_turnaround_hours,facility_shortage_rate,facility_wastage_rate,n_records,most_common_region_type
BB_0001,8.61038961038961,0.7792207792207793,1.2415584415584415,0.3116883116883117,16.065974025974025,77,urban
BB_0002,7.596774193548387,0.8548387096774194,1.2306451612903226,0.22580645161290322,17.008709677419354,62,urban
BB_0003,7.492537313432836,0.8955223880597015,1.2925373134328357,0.3283582089552239,15.466268656716418,67,urban
BB_0004,7.4576271186440675,0.9152542372881356,1.0101694915254238,0.2542372881355932,16.959661016949152,59,urban
BB_0005,7.982142857142857,0.8571428571428571,1.3357142857142856,0.26785714285714285,16.024285714285714,56,urban
BB_0006,8.391891891891891,0.8783783783783784,1.0283783783783782,0.21621621621621623,17.446486486486485,74,urban
BB_0007,7.479591836734694,0.9285714285714286,1.123469387755102,0.35714285714285715,16.6965306122449,98,urban
BB_0008,8.373333333333333,0.92,1.2173333333333334,0.28,17.3376,75,urban
BB_0009,7.904761904761905,0.8888888888888888,1.1888888888888889,0.2698412698412698,15.44111111111111,63,urban
BB_0010,8.132352941176471,0.8823529411764706,1.076470588235294,0.25,16.30779411764706,68,urban
BB_0011,7.75,0.9,0.9416666666666667,0.2,15.706166666666666,60,urban
BB_0012,8.633802816901408,0.9295774647887324,0.9661971830985915,0.22535211267605634,16.37732394366197,71,urban
BB_0013,8.289473684210526,0.9078947368421053,1.188157894736842,0.2894736842105263,16.334473684210526,76,urban
BB_0014,8.084507042253522,0.8732394366197183,1.0676056338028168,0.2676056338028169,16.79492957746479,71,urban
BB_0015,8.025974025974026,0.9090909090909091,1.0012987012987011,0.24675324675324675,15.679090909090908,77,peri_urban
BB_0016,7.688311688311688,0.922077922077922,1.1077922077922078,0.23376623376623376,16.86077922077922,77,urban
BB_0017,7.75,0.8888888888888888,1.1861111111111111,0.2638888888888889,16.877222222222223,72,urban
BB_0018,8.159420289855072,0.8695652173913043,1.3681159420289857,0.2028985507246377,18.108840579710144,69,urban
BB_0019,7.875,0.84375,1.0625,0.328125,16.515,64,urban
BB_0020,7.9523809523809526,0.9523809523809523,0.9301587301587302,0.30158730158730157,17.010952380952382,63,urban
BB_0021,8.51388888888889,0.875,1.0347222222222223,0.2638888888888889,16.469305555555554,72,urban
BB_0022,7.5396825396825395,0.9047619047619048,1.0444444444444445,0.19047619047619047,16.69142857142857,63,urban
BB_0023,8.25,0.875,1.0410714285714284,0.17857142857142858,17.369642857142857,56,urban
BB_0024,8.904761904761905,0.8888888888888888,0.8952380952380952,0.23809523809523808,16.613333333333333,63,urban
BB_0025,8.164383561643836,0.8493150684931506,1.2164383561643834,0.3013698630136986,16.706164383561642,73,urban
BB_0026,8.108108108108109,0.8918918918918919,1.0513513513513513,0.28378378378378377,16.61337837837838,74,urban
BB_0027,7.526315789473684,0.8596491228070176,1.1140350877192982,0.3508771929824561,16.58280701754386,57,urban
BB_0028,7.442857142857143,0.9714285714285714,1.237142857142857,0.18571428571428572,16.291285714285717,70,urban
BB_0029,8.390625,0.890625,1.2,0.15625,16.979375,64,urban
BB_0030,8.0,0.859375,1.5046875,0.265625,17.18453125,64,urban
BB_0031,7.569444444444445,0.8888888888888888,1.3111111111111111,0.2361111111111111,16.156666666666666,72,urban
BB_0032,8.206349206349206,0.8888888888888888,1.1412698412698414,0.2857142857142857,17.92047619047619,63,urban
BB_0033,7.7727272727272725,0.8939393939393939,1.1757575757575758,0.22727272727272727,15.47530303030303,66,urban
BB_0034,8.25,0.9,1.05625,0.2625,16.8565,80,urban
BB_0035,7.5,0.9310344827586207,0.993103448275862,0.2413793103448276,15.336724137931034,58,urban
BB_0036,7.769230769230769,0.8923076923076924,1.0076923076923077,0.3230769230769231,15.244923076923076,65,urban
BB_0037,7.821917808219178,0.8904109589041096,0.8945205479452054,0.2054794520547945,16.854383561643836,73,urban
BB_0038,7.482142857142857,0.9464285714285714,1.1607142857142858,0.23214285714285715,15.890714285714285,56,urban
BB_0039,7.783783783783784,0.8513513513513513,1.087837837837838,0.32432432432432434,16.333243243243246,74,urban
BB_0040,7.793103448275862,0.896551724137931,1.2603448275862068,0.27586206896551724,16.340862068965517,58,urban
BB_0041,7.9393939393939394,0.9242424242424242,1.0727272727272728,0.19696969696969696,16.006212121212123,66,urban
BB_0042,8.19047619047619,0.8571428571428571,1.2380952380952381,0.23809523809523808,18.23698412698413,63,urban
BB_0043,8.09375,0.890625,1.1640625,0.25,17.94734375,64,urban
BB_0044,7.609375,0.90625,1.2609375,0.25,15.63484375,64,urban
BB_0045,8.186440677966102,0.9152542372881356,1.1915254237288135,0.22033898305084745,16.02220338983051,59,urban
BB_0046,8.107692307692307,0.9076923076923077,1.0769230769230769,0.2923076923076923,16.33646153846154,65,urban
BB_0047,8.36231884057971,0.9420289855072463,1.144927536231884,0.3333333333333333,16.102898550724635,69,urban
BB_0048,7.857142857142857,0.8831168831168831,1.074025974025974,0.3246753246753247,16.563766233766234,77,urban
BB_0049,8.095890410958905,0.9041095890410958,1.2109589041095892,0.3698630136986301,16.783972602739727,73,urban
BB_0050,7.904109589041096,0.9041095890410958,0.9013698630136986,0.1643835616438356,16.18027397260274,73,urban
BB_0051,8.038461538461538,0.9102564102564102,0.9974358974358974,0.3076923076923077,15.914102564102564,78,urban
BB_0052,8.228070175438596,0.9473684210526315,1.1140350877192982,0.19298245614035087,18.173508771929825,57,urban
BB_0053,8.377358490566039,0.9245283018867925,1.1075471698113208,0.2830188679245283,15.291698113207548,53,urban
BB_0054,7.986486486486487,0.9324324324324325,1.1216216216216217,0.28378378378378377,17.587972972972974,74,urban
BB_0055,8.712121212121213,0.9090909090909091,1.4030303030303028,0.24242424242424243,16.71742424242424,66,urban
BB_0056,7.648648648648648,0.9459459459459459,1.077027027027027,0.32432432432432434,16.224864864864866,74,urban
BB_0057,7.895522388059701,0.9253731343283582,1.1194029850746268,0.208955223880597,15.543134328358207,67,urban
BB_0058,8.514285714285714,0.8571428571428571,1.002857142857143,0.21428571428571427,16.587142857142855,70,urban
BB_0059,8.015384615384615,0.8769230769230769,1.1584615384615384,0.36923076923076925,16.641538461538463,65,urban
BB_0060,8.32,0.92,0.9826666666666667,0.25333333333333335,16.631866666666667,75,urban
BB_0061,8.0625,0.890625,1.3078125,0.265625,16.06140625,64,urban
BB_0062,8.475409836065573,0.9508196721311475,1.0934426229508196,0.32786885245901637,16.64655737704918,61,urban
BB_0063,7.964285714285714,0.9464285714285714,1.1517857142857142,0.2857142857142857,15.364642857142856,56,urban
BB_0064,8.232142857142858,0.8571428571428571,1.3464285714285715,0.125,15.947321428571428,56,urban
BB_0065,7.63013698630137,0.958904109589041,1.1054794520547946,0.3150684931506849,15.723013698630137,73,urban
BB_0066,7.940298507462686,0.8507462686567164,1.2134328358208955,0.22388059701492538,16.33328358208955,67,urban
BB_0067,8.164179104477611,0.835820895522388,1.0328358208955224,0.2835820895522388,16.73686567164179,67,urban
BB_0068,8.0625,0.9375,1.2578125,0.265625,19.20203125,64,urban
BB_0069,8.659574468085106,0.9148936170212766,0.8638297872340426,0.14893617021276595,14.746595744680851,47,urban
BB_0070,7.775862068965517,0.9137931034482759,1.2189655172413794,0.22413793103448276,16.275000000000002,58,urban
BB_0071,7.775862068965517,0.8793103448275862,1.1137931034482758,0.15517241379310345,16.024827586206897,58,urban
BB_0072,8.395061728395062,0.9382716049382716,1.1012345679012345,0.2839506172839506,17.460617283950615,81,urban
BB_0073,8.552238805970148,0.9402985074626866,1.0805970149253732,0.208955223880597,16.116268656716418,67,urban
BB_0074,8.056338028169014,0.8732394366197183,1.0394366197183098,0.2535211267605634,15.730563380281689,71,urban
BB_0075,7.59375,0.875,0.9921875,0.28125,15.8615625,64,urban
BB_0076,8.421052631578947,0.9473684210526315,1.1421052631578947,0.21052631578947367,16.435087719298245,57,urban
BB_0077,7.569620253164557,0.8860759493670886,1.0974683544303798,0.25316455696202533,17.07898734177215,79,urban
BB_0078,7.753623188405797,0.9565217391304348,0.9840579710144929,0.2463768115942029,16.45231884057971,69,urban
BB_0079,7.901408450704225,0.9295774647887324,1.1140845070422534,0.39436619718309857,15.851408450704225,71,urban
